EoS,branch2,branch1,m2_source,rhoc2,R2,lambda2,I2,Mb2,m1_source,rhoc1,R1,lambda1,I1,Mb1,Mmax
./macro-h4.csv,0,0,1.18019946841,4.86998627914e+14,20.0,2130.17623066,1.45904784448,1.27028918267,1.57929042789,6.68276831384e+14,20.0,367.244784694,2.11899286697,1.7510526405,2.0312320185289536
./macro-h4.csv,0,0,1.18041053472,4.87060135967e+14,20.0,2128.26364576,1.45940228837,1.27053612991,1.57899122845,6.6809894754e+14,20.0,367.751100886,2.11853680566,1.75068072526,2.0312320185289536
./macro-h4.csv,0,0,1.18062156889,4.87121634652e+14,20.0,2126.35135212,1.45975667828,1.27078303954,1.57869220629,6.67921169096e+14,20.0,368.257117074,2.11808101458,1.7503090304,2.0312320185289536
./macro-h4.csv,0,0,1.18083257092,4.87183123976e+14,20.0,2124.4393496,1.46011101424,1.27102991159,1.57839336124,6.67743495951e+14,20.0,368.762833548,2.11762549346,1.74993755568,2.0312320185289536
./macro-h4.csv,0,0,1.18104354086,4.87244603943e+14,20.0,2122.52763802,1.46046529629,1.27127674607,1.57809469312,6.67565928003e+14,20.0,369.268250598,2.11717024205,1.74956630091,2.0312320185289536
./macro-h4.csv,0,0,1.1812544787,4.87306074559e+14,20.0,2120.61621722,1.46081952445,1.271523543,1.57779620178,6.6738846515e+14,20.0,369.773368511,2.11671526009,1.74919526588,2.0312320185289536
./macro-h4.csv,0,0,1.18146538447,4.87367535828e+14,20.0,2118.70508703,1.46117369875,1.27177030242,1.57749788704,6.6721110729e+14,20.0,370.278187578,2.11626054731,1.74882445036,2.0312320185289536
./macro-h4.csv,0,0,1.18167625819,4.87428987757e+14,20.0,2116.79424729,1.46152781922,1.27201702433,1.57719974873,6.67033854323e+14,20.0,370.782708086,2.11580610345,1.74845385414,2.0312320185289536
./macro-h4.csv,0,0,1.18188709987,4.87490430351e+14,20.0,2114.88369783,1.4618818859,1.27226370876,1.57690178667,6.66856706148e+14,20.0,371.286930323,2.11535192826,1.74808347702,2.0312320185289536
./macro-h4.csv,0,0,1.18209790954,4.87551863614e+14,20.0,2112.9734385,1.46223589881,1.27251035573,1.5766040007,6.66679662663e+14,20.0,371.790854577,2.11489802147,1.74771331879,2.0312320185289536
./macro-h4.csv,0,0,1.1823086872,4.87613287553e+14,20.0,2111.06346911,1.46258985799,1.27275696526,1.57630639065,6.66502723767e+14,20.0,372.294481135,2.11444438284,1.74734337923,2.0312320185289536
./macro-h4.csv,0,0,1.18251943289,4.87674702172e+14,20.0,2109.15378952,1.46294376346,1.27300353738,1.57600895635,6.66325889359e+14,20.0,372.797810284,2.11399101209,1.74697365813,2.0312320185289536
